-3.955785000000000551e+00	2.387474999999999792e+00	-2.637874799999999959e+04	0.000000000000000000e+00
-2.768985000000000252e+00	3.817995000000000250e+00	-2.670479400000000169e+04	3.260459999999999802e-07
-2.906369999999999898e+00	4.035455000000000680e+00	-2.700807099999999991e+04	6.293229999999999503e-07
-3.090195000000000025e+00	2.874795000000000211e+00	-2.797509800000000178e+04	1.596349999999999971e-06
-3.359805000000000152e+00	3.080465000000000231e+00	-2.905844700000000012e+04	2.679699000000000125e-06
-2.561295000000000321e+00	3.324780000000000069e+00	-2.946212099999999919e+04	3.083372999999999879e-06
-2.709645000000000081e+00	3.600535000000000263e+00	-3.049785299999999916e+04	4.119104999999999588e-06
-3.064395000000000202e+00	2.887894999999999879e+00	-2.608180500000000029e+04	4.000129675410000196e-01
-2.778659999999999908e+00	5.108345000000000802e+00	-2.828832600000000093e+04	4.000151740619999896e-01
-1.873725000000000085e+00	1.771775000000000100e+00	-2.897695700000000215e+04	4.000158626929999905e-01
-3.616515000000000146e+00	4.224750000000000227e+00	-3.057661600000000180e+04	4.000174623519999750e-01
-2.883795000000000108e+00	3.705990000000000339e+00	-2.591330099999999948e+04	8.000220038790000210e-01
-3.479775000000000063e+00	2.836805000000000465e+00	-2.670689400000000023e+04	8.000227974720000024e-01
-3.731970000000000454e+00	3.852710000000000079e+00	-2.677553199999999924e+04	8.000228661099999528e-01
-3.255959999999999965e+00	3.391590000000000327e+00	-2.835080199999999968e+04	8.000244413799999510e-01
2.570970000000000422e+00	4.792635000000000645e+00	-3.176019199999999910e+04	8.000278507699999375e-01
-2.790915000000000035e+00	3.631320000000000103e+00	-2.545723900000000140e+04	1.200041599623999922e+00
-2.245245000000000157e+00	4.051830000000000709e+00	-2.791129600000000210e+04	1.200044053680999978e+00
-2.681264999999999787e+00	3.507525000000000226e+00	-2.956817100000000210e+04	1.200045710556000067e+00
-5.471535000000000259e+00	3.986985000000000223e+00	-5.094172299999999814e+04	1.200067084107999893e+00
-2.143334999999999990e+00	5.204629999999999868e+00	-2.675772500000000218e+04	1.600065741986000045e+00
