105	Pd	1.07E-08	104905079.6	1.222
106	Zr	6.07E-03	105936760	210
106	Nb	4.41E-01	105928931.7	4.56
106	Mo	3.47E+00	105918259.5	10.071
106	Tc	2.19E+00	105914357.6	13.153
106	Ru	2.08E-01	105907329.1	5.793
106	Rh	5.92E-04	105907286.8	5.792
106	Pd	6.22E-07	105903480.4	1.187
106	Ag	0.00E+00	105906663.6	3.237
107	Nb	9.02E-02	106931593.7	8.685
107	Mo	2.01E+00	106922105.9	10.174
107	Tc	3.63E+00	106915460.6	9.332
107	Ru	8.72E-01	106909972	9.332
107	Rh	1.58E-02	106906747.8	12.937
107	Pd	9.21E-06	106905128.2	1.29
107	Ag	0.00E+00	106905091.6	2.557
108	Zr	1.44E-05	107944870	430
108	Nb	1.02E-02	107936074.8	8.843
108	Mo	6.67E-01	107924033.5	10.178
108	Tc	3.33E+00	107918495.7	9.436
108	Ru	1.98E+00	107910188	9.341
108	Rh-m	5.73E-02	107908837.9	10
108	Rh	5.73E-02	107908714.5	15.025
109	Nb	7.99E-04	108939216	564
109	Mo	1.48E-01	108928424.2	12.235
109	Tc	1.89E+00	108920256.4	10.401
109	Ru	2.99E+00	108913326	9.634
109	Rh-m	2.54E-01	108908991.4	10
109	Rh	6.52E-01	108908748.8	4.344
109	Pd	2.83E-03	108905950.4	1.198
110	Zr	5.81E-09	109953960	640
110	Nb	3.97E-05	109944030	210
110	Mo	2.31E-02	109930703.7	26.111
110	Tc	8.55E-01	109923743.5	10.216
110	Ru	3.62E+00	109914040.7	9.602
110	Rh-m**	6.75E-01	109911314.6	10
110	Rh	6.75E-01	109911079.4	19.116
110	Pd	6.05E-02	109905172.2	0.745
110	Ag	1.25E-04	109906110.2	1.404
111	Mo	1.42E-03	110935654.3	13.519
111	Tc	1.76E-01	110925901.3	11.379
111	Ru	2.26E+00	110917569.9	10.415
111	Rh	2.46E+00	110911642.3	7.355
111	Pd-m	1.71E-01	110907874.6	10
111	Pd	1.21E-01	110907689.7	0.859
111	Ag	4.53E-04	110905295.9	1.634
111	Cd	2.46E-06	110904182.9	0.605
112	Mo	5.34E-05	111938310	210
112	Tc	2.29E-02	111929945.8	6.034
112	Ru	9.39E-01	111918809.2	10.327
112	Rh	2.39E+00	111914403.2	47.327
112	Pd	7.45E-01	111907329.7	7.026
112	Ag	3.60E-02	111907048.6	2.6
112	Cd	1.00E-04	111902762.9	0.595
112	In	3.57E-09	111905537.7	4.593
113	Tc	1.64E-03	112932569	3.6
113	Ru	2.13E-01	112922844	39.148
113	Rh	1.95E+00	112915439.3	7.654
113	Pd	2.39E+00	112910261	7.456
113	Ag-m	1.96E-01	112906618.9	10
113	Ag	2.94E-02	112906572.9	17.87
113	Cd	5.51E-04	112904408.1	0.445
113	In	0.00E+00	112904061.8	0.914
114	Mo	6.24E-09	113946530	320
114	Tc	3.87E-05	113936910	108
114	Ru	1.90E-02	113924613.6	3.813
114	Rh	5.60E-01	113918718.3	76.824
114	Pd	1.82E+00	113910368.6	7.457
114	Ag	9.13E-01	113908823	4.9
114	Cd	1.98E-02	113903365.1	0.43
114	In	8.70E-06	113904917.9	0.938
115	Ru	1.18E-03	114928819.9	71.232
115	Rh	1.71E-01	114920311.6	7.843
115	Pd	1.70E+00	114913658.5	14.542
115	Ag-m	5.38E-01	114908811.1	10
115	Ag	4.39E-01	114908767.4	19.611
115	Cd	1.23E-02	114905437.5	0.765
115	In	9.51E-05	114903878.8	0.012
116	Tc	4.55E-10	115944760	320
116	Ru	2.29E-05	115931219.2	4
116	Rh	2.26E-02	115924058.5	75.878
116	Pd	8.19E-01	115914297	7.657
116	Ag-m	5.37E-01	115911438	10
116	Ag	6.50E-01	115911386.8	3.5
116	Cd	9.83E-02	115904763.1	0.171
116	In	0.00E+00	115905260	0.236
117	Ru	3.71E-07	116936103	628.5
117	Rh	2.15E-03	116926035.4	9.547
117	Pd	2.92E-01	116917954.7	7.786
117	Ag-m	5.15E-01	116911805.2	10
117	Ag	5.00E-01	116911773.9	14.57
117	Cd-m	1.47E-01	116907372.4	10
117	Cd	4.38E-02	116907226	1.087
117	In	6.84E-04	116904515.7	5.239
118	Ru	2.26E-08	117938530	320
118	Rh	3.54E-04	117930340.2	26.017
118	Pd	1.27E-01	117919066.7	2.674
118	Ag-m	2.94E-01	117914644.7	10
118	Ag	2.97E-01	117914595.5	2.7
118	Cd	2.72E-01	117906921.9	21.471
118	In	2.64E-03	117906356.6	8.322
118	Sn	1.16E-06	117901606.6	0.536
119	Ru	4.47E-11	118943570	320
119	Rh	5.11E-06	118932557	10
119	Pd	8.49E-03	118923340.2	8.852
119	Ag	1.93E-01	118915570.3	15.783
119	Cd-m	8.91E-02	118910004.8	10
119	Cd	8.91E-02	118909846.9	40.467
119	In	3.37E-03	118905850.7	7.845
119	Sn	0.00E+00	118903311.2	0.779
120	Rh	3.94E-09	119936860	210
120	Pd	4.05E-04	119924551.1	2.461
120	Ag	7.95E-02	119918784.8	4.8
120	Cd	1.56E-01	119909868.1	4
120	In	1.54E-03	119907966.6	42.952
120	Sn	2.21E-07	119902201.6	0.97
121	Pd	8.11E-07	120928950.3	3.6
121	Ag	1.90E-02	120920125.3	13
121	Cd	9.79E-02	120912963.7	2.085
121	In	5.70E-04	120907851.1	29.43
121	Sn	6.28E-11	120904242.6	1.033
122	Pd	3.32E-10	121930631.7	21
122	Ag	4.68E-03	121923664.4	41
122	Cd	8.34E-02	121913459.1	2.468
122	In	1.68E-04	121910280.7	53.739
123	Ru	0.00E+00	122959890	540
123	Rh	1.44E-12	122946850	430
123	Pd	1.78E-06	122935140	210
123	Ag	3.34E-03	122925337.1	33
123	Cd	3.34E-02	122916892.5	2.894
123	In	3.34E-03	122910433.7	21.285
123	Sn	2.07E-06	122905725.2	2.601
123	Sb	3.17E-12	122904213.2	2.278
124	Ru	3.51E-09	123963050	640
124	Rh	1.43E-06	123951510	430
124	Pd	1.42E-04	123937140	320
124	Ag	2.42E-03	123928931.2	270
124	Cd	1.10E-02	123917657.4	3.215
124	In	9.46E-03	123913182.2	32.82
124	Sn	2.27E-03	123905276.6	1.089
124	Sb	4.87E-05	123905935	2.277
125	Pd	4.53E-06	124941790	430
125	Ag	2.03E-04	124931046	643.5
125	Cd	2.69E-03	124921257.6	3.097
125	In	3.66E-03	124913604.6	29.01
125	Sn	4.46E-03	124907786.4	1.109
125	Sb	1.13E-03	124905253	2.791
125	Te	4.73E-05	124904429.9	1.614
126	Pd	6.06E-12	125944160	540
126	Ag	1.98E-07	125934750	210
126	Cd	2.33E-04	125922429.1	2.658
126	In	7.98E-03	125916507.3	28.901
126	Sn	1.77E-02	125907658.8	11.215
126	Sb	6.72E-04	125907253	34.103
126	Te	1.06E-05	125903310.9	1.616
127	Cd	9.83E-09	126926472.4	13.741
127	In	2.38E-03	126917446.3	22.745
127	Sn	6.97E-02	126910389.9	10.799
127	Sb	2.68E-03	126906924.3	5.503
127	Te	6.14E-10	126905225.7	1.627
128	Cd	3.35E-09	127927812.9	7.776
128	In	3.32E-03	127920401	164.766
128	Sn	1.75E-01	127910507.2	18.958
128	Sb	5.57E-03	127909145.6	20.525
128	Te	1.51E-07	127904461.3	0.929
129	Cd	8.37E-07	128931820	210
129	In	4.88E-03	128921805.3	2.893
129	Sn-m	1.18E-01	128913502.5	10
129	Sn	2.88E-01	128913464.7	20.804
129	Sb	1.72E-01	128909146.7	22.792
129	Te	1.80E-04	128906596.5	0.933
129	I	4.08E-09	128904983.7	3.401
130	Ag	1.23E-10	129950703	358
130	Cd	8.83E-06	129933940.7	176.559
130	In	1.02E-02	129924976.6	40.858
130	Sn	3.62E-01	129913973.8	2.282
130	Sb-m	2.80E-01	129911667.8	10
130	Sb	1.64E-01	129911662.1	15.288
130	Te	3.07E-02	129906222.7	0.012
131	Cd	6.68E-07	130940600	210
131	In	2.62E-03	130926971.5	2.871
131	Sn	2.96E-01	130917045	6.518
131	Sb	9.95E-01	130911988.8	2.264
131	Te-m	2.36E-01	130908717.9	10
131	Te	6.95E-02	130908522.2	0.065
131	I	1.41E-03	130906126.3	0.69
131	Xe	0.00E+00	130905084.1	0.236
132	Cd	7.06E-08	131946040	210
132	In	5.14E-04	131933001.3	64.487
132	Sn	1.38E-01	131917826.7	3.11
132	Sb-m	5.11E-01	131914717.7	10
132	Sb	7.06E-01	131914507.7	2.9
132	Te	7.77E-01	131908546.7	3.742
132	I	2.11E-02	131907993.5	4.364
132	Xe	2.44E-05	131904155.1	0.00559
132	Cs	6.65E-10	131906433.9	2.147
133	In	1.95E-04	132938310	210
133	Sn	6.26E-02	132923913.4	2.562
133	Sb	1.06E+00	132915273.2	3.415
133	Te-m	1.28E+00	132911327.5	10
133	Te	5.24E-01	132910968.8	3.873
133	I	2.19E-01	132907797	5.007
133	Xe	6.68E-04	132905910.8	2.576
134	In	2.59E-05	133944540	320
134	Sn	1.51E-02	133928682.1	3.518
134	Sb	5.58E-01	133920535.7	1.83
134	Te	2.35E+00	133911394	2.975
134	I-m	5.83E-01	133910098.2	10
134	I	3.31E-01	133909758.8	5.916
134	Xe	0.00E+00	133905394.7	0.904
135	Sn	1.24E-03	134934908.6	3.3
135	Sb	1.46E-01	134925185.1	3.1
135	Te	1.78E+00	134916555.7	2.9
135	I	1.85E+00	134910048.8	5.798
135	Xe-m	2.25E-01	134907793.3	10
135	Xe	1.86E-01	134907227.8	4.455
135	Cs	2.07E-03	134905977	1.069
136	Sn	8.67E-05	135939990	430
136	Sb	3.02E-02	135930745.9	6.8
136	Te	9.12E-01	135920100.6	2.624
136	I-m	9.32E-01	135914826.1	10
136	I	1.36E+00	135914604.4	15.238
137	Sn	2.44E-06	136946550	540
137	Sb	2.50E-03	136935555	322.5
137	Te	2.33E-01	136925598.9	2.7
137	I	1.57E+00	136918028.2	9
137	Xe	2.59E+00	136911557.8	0.111
137	Cs	6.93E-01	136907089.2	0.355
137	Ba	0.00E+00	136905827.1	0.303
138	Sn	6.66E-08	137951840	640
138	Sb	2.03E-04	137941450	320
138	Te	5.41E-02	137929472.2	4.7
138	I	1.00E+00	137922726.4	6.4
138	Xe	3.63E+00	137914146.3	3.01
138	Cs-m	3.01E-01	137911103.1	10
138	Cs	5.73E-01	137911017.1	9.832
139	Sb	1.03E-05	138946550	430
139	Te	8.22E-03	138935367.2	3.8
139	I	4.10E-01	138926506.2	31
139	Xe	3.50E+00	138918792.2	2.3
139	Cs	1.83E+00	138913363.8	3.367
139	Ba	1.45E-01	138908841.1	0.309
139	La	4.07E-04	138906356.3	2.438
139	Ce	0.00E+00	138906655.1	7.842
140	Te	8.48E-04	139939498.6	30
140	I	1.16E-01	139931727	195
140	Xe	2.55E+00	139921645.8	2.5
140	Cs	2.77E+00	139917283.1	8.804
140	Ba	5.16E-01	139910605.7	8.527
140	La	5.03E-03	139909480.6	2.438
141	I	2.77E-02	140935690	210
141	Xe	1.00E+00	140926787.2	3.1
141	Cs	3.79E+00	140920045.5	9.785
141	Ba	1.11E+00	140914403.3	5.709
141	La	3.72E-02	140910966	4.782
141	Ce	1.08E-04	140908280.7	2.34
142	Te	3.47E-06	141950220	540
